,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
9250,17177,Sironoi GOK Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,EMGWEN,Kapsabet
9251,17247,Sironoi SDA Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,EMGWEN,Kapsabet
9252,17051,Siruti Dispensary,Dispensary,Community Development Fund,0,0,0.0,N,N,Operational,N,N,N,N,N,11.3,1116436,migori,RONGO,Awendo Market Center / Siruti Village
9253,15594,Sirwa Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,8.8,885711,nandi,TINDERET,Nandi Hills
9254,15593,Sirwa Dispensary (Mogotio),Dispensary,Ministry of Health,8,1,0.0,N,N,Operational,N,N,Y,Y,Y,10.6,666763,baringo,MOGOTIO,Mogotio
9255,16131,Sisenye Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,11.9,893681,busia,BUDALANGI,Port Victoria
9256,12736,Sisi Kwa Sisi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,1,0,5.0,N,N,Operational,N,N,Y,Y,N,18.2,1421932,machakos,MWALA,Wamunyu
9257,15595,Sisiya Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,N,N,Y,N,Y,9.9,454480,elgeyomarakwet,MARAKWET WEST,Kapsowar
9258,20041,Sisokhe Dispensary,Dispensary,Ministry of Health,2,1,9.0,N,Y,Operational,N,N,N,N,N,9.9,1867579,kakamega,LURAMBI,Sisokhe
9260,19957,Sister Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,At Zakayos
9261,13442,Sisters Maternity Home (Simaho),Nursing Home,Non-Governmental Organizations,5,2,6.0,Y,Y,Operational,Y,N,Y,Y,Y,10.0,841353,garissa,DUJIS,Garissa
9262,18011,Sisto Mazoldi Dispensary (Rongai),Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,N,N,Operational,N,N,N,N,N,19.3,2162202,nakuru,RONGAI,Near Rongai Town
9263,18005,South B Hospital Ltd,Nursing Home,Private Practice - General Practitioner,33,3,258.0,Y,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,South B Shopping Centre
9264,13144,South B Police Band Dispensary,Dispensary,Other Public Institution,0,0,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,STAREHE,Nairobi South B shopping Centre
9265,18880,South Eastern Kenya University (Seku) Health Unit,Medical Clinic,Academic (if registered),0,0,0.0,Y,Y,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI WEST,Kwa vonza Market
9266,15622,South Horr Catholic Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,4,2,0,Y,Y,Operational,N,Y,N,Y,Y,11.3,310327,samburu,SAMBURU WEST,South Horr Market
9267,15621,South Horr Dispensary,Dispensary,Ministry of Health,0,0,0,N,N,Operational,Y,N,Y,Y,N,11.3,310327,samburu,SAMBURU WEST,South Horr Market
9268,20395,South Ngariama Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,MWEA,Itangi
9269,17390,Southern Health Care,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,South C shopping center
9270,17693,Sowa Medcal Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,0.0,Y,Y,Operational,N,N,N,N,N,24.6,143920,lamu,LAMU WEST,Hindi town
9271,13017,Soweto Kayole PHC Health Centre,Health Centre,Non-Governmental Organizations,0,0,258.0,N,N,Operational,Y,N,Y,Y,Y,26.3,4397073,nairobi,EMBAKASI CENTRAL,Corner Kayole Market
9272,17470,Soweto Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,CHANGAMWE,Mombasa
9273,20627,Soweto West Community Clinic,Dispensary,Ministry of Health,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,KIBRA,0
9274,15623,Soy Health Centre,Health Centre,Ministry of Health,18,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
9275,16133,Soy Resource Centre,Medical Clinic,Private Enterprise (Institution),0,0,9.0,N,N,Operational,N,N,N,Y,N,9.9,1867579,kakamega,LUGARI,Soy
9276,16134,Soy Sambu Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,Y,N,Y,9.9,1867579,kakamega,LUGARI,Soy Sambu
9277,15624,Soymet Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,8.9,875689,bomet,SOTIK (PART),Sotik
9278,16135,Soysambu (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,23.0,N,N,Operational,N,Y,Y,N,Y,8.5,1670570,bungoma,KIMILILI,Tongaren
9279,18761,Spa Nursing Home,Nursing Home,Private Practice - General Practitioner,11,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Ruiru town
9280,11807,Sparki Health Services,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,N,N,N,19.2,1208333,mombasa,MVITA,Mombasa
9281,17483,Speak and Act,Medical Clinic,Private Practice - Unspecified,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,0
9283,13193,Special Treatment Clinic,Dispensary,Local Authority,0,0,258.0,N,N,Operational,Y,N,Y,Y,Y,26.3,4397073,nairobi,STAREHE,Nairobi
9284,18791,Sportlight Empowerment Group,VCT Centre (Stand-Alone),Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,8.8,885711,nandi,ALDAI,Serem
9285,11018,Sports View CFW Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,0
9286,18922,Springs Health Care Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,IGEMBE,Kangeta Market
9287,20054,Springs of Life Lutheran Dispensary,Dispensary,Christian Health Association of Kenya,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KIBRA,Olympic
9288,19973,Springs of Patmos Health Services,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Githiga Town
9289,19130,Sr Rhoda Medical Clinic,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,6.0,N,Y,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Timau
9290,19547,Srisathya Sai Medical Clinic,Medical Clinic,Private Enterprise (Institution),3,1,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,0
9291,11019,Ssema Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,Y,N,N,22.3,610411,kirinyaga,NDIA,Kagio
9292,16260,St Agnes Clinic,Medical Clinic,Private Enterprise (Institution),1,0,0.0,N,N,Operational,N,N,Y,N,N,11.3,1116436,migori,KURIA,Isibania
9293,20668,St Agnes Health Care Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,13.0,N,N,Operational,N,N,N,N,N,13.6,1266860,kisii,BOBASI,Itumbe
9294,12742,St Agnes Kiaganari,Medical Clinic,Private Enterprise (Institution),0,0,5.0,N,Y,Operational,N,N,Y,N,N,21.2,608599,embu,RUNYENJES,Kathangeri
9295,14101,St Akidiva Memorial Hospital,Other Hospital,Private Enterprise (Institution),60,2,0.0,N,N,Operational,Y,Y,Y,Y,Y,11.3,1116436,migori,MIGORI,Migori Town
9296,20020,St Akidiva Mindira Hospital - Mabera,Other Hospital,Private Enterprise (Institution),2,0,0.0,Y,Y,Operational,N,N,N,N,N,11.3,1116436,migori,KURIA,Mabera Market
9297,18219,St Alice (EDARP) Dandora,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,KASARANI,Dandora Phase IV
9298,18495,St Aloysius Gonzaga School Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Otiende shopping center
9300,17973,St Andrews Cc Rironi Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,LIMURU,Rironi
9301,11021,St Andrews Kabare (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,GICHUGU,Kabare
9302,11808,St Andrews Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,N,Y,10.0,1453787,kilifi,MAGARINI,Gongoni market
9303,18980,St Andrews Medical Clinic - Eldoret,Medical Clinic,Private Practice - General Practitioner,0,0,55.0,N,Y,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET NORTH,Health Centre
9305,17362,St Angela Melici Health Centre,Health Centre,Other Faith Based,10,2,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KABETE,Kingeero
9306,17876,St Angela Merici Health Centre (Kingeero),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,11,2,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,Near Wangige Town
9307,12743,St Ann Hospital,Other Hospital,Christian Health Association of Kenya,60,0,6.0,Y,Y,Operational,N,Y,N,N,Y,18.6,1545714,meru,SOUTH IMENTI,Igoji Mkt
9309,19716,St Ann Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAIVASHA,Gilgil Town
9310,15625,St Ann Medical Clinic (Naivasha),Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,Y,N,Y,19.3,2162202,nakuru,NAIVASHA,Mai mahiu centre
9311,11024,St Anne (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,Y,N,N,17.068633206144384,1056640,murang'a,KIHARU,Muranga
9312,19825,St Anne CFW Clinic,Medical Clinic,Non-Governmental Organizations,0,0,4.0,N,Y,Operational,N,N,N,N,N,22.3,610411,kirinyaga,GICHUGU,0
9313,12744,St Anne Kariene Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,6.0,N,N,Operational,N,N,N,N,Y,18.6,1545714,meru,CENTRAL IMENTI,Kariene Market
9314,16544,St Anne Medical Centre (Mombasa),Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,Y,N,N,19.2,1208333,mombasa,KISAUNI,Mombasa
9316,16496,St Anne's Cry For The World Clinic (Raimu),Medical Clinic,Non-Governmental Organizations,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,GICHUGU,Kianyaga
9317,17142,St Annes Health Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Ndenderu
9318,19096,St Annes Medical Clinic Ongata Rongai,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
9319,13196,St Annes Medical Health Centre,Health Centre,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,ROYSAMBU,Nairobi
9321,18756,St Anns Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI SOUTH,Karandini
9322,17989,St Anns Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KABETE,Wangige
9323,19057,St Anns Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,4,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kiserian
9324,11809,St Ann's Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,Y,N,N,19.2,1208333,mombasa,CHANGAMWE,Mombasa
9325,20080,St Anselmo Medical Clinic,Medical Clinic,Private Practice - General Practitioner,3,1,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI WEST,Umoja  Market
9326,15626,St Anthony Lemek Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,12,0,6.0,N,N,Operational,Y,Y,N,Y,N,6.1,1157873,narok,NAROK SOUTH,Lemek Market
9327,17203,St Anthony Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,LIMURU,Ngarariga
9328,15628,St Antony Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,12,4,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,SUBUKIA,Maili Sita
9329,18113,St Antony Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,5.0,N,N,Operational,N,N,N,N,N,21.2,608599,embu,MANYATTA,Manyatta
9330,15627,St Antony's Abossi Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,32,15,6.0,Y,Y,Operational,N,Y,N,Y,Y,6.1,1157873,narok,KILGORIS,Abossi Market
9331,12745,St Assisi Sisters of Mary Immaculate Nursing Home,Maternity Home,Christian Health Association of Kenya,15,15,5.0,N,N,Operational,N,Y,N,N,Y,18.2,1421932,machakos,KATHIANI,Mlolongo
9332,11027,St Augastine,Dispensary,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Juja
9333,15629,St Augustine Youth Friendly Centre,VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,Y,Operational,N,N,N,Y,N,7.4,926976,turkana,TURKANA CENTRAL,Lodwar
9334,11028,St Austine Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
9335,13822,St Barbara Mosocho Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,25,6,13.0,Y,Y,Operational,N,Y,N,N,Y,13.6,1266860,kisii,KITUTU CHACHE,Mosocho
9336,17723,St Barkita Dispensary Utawala,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,6,2,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI EAST,Embakasi
9337,14102,St Barnabas Dispensary,Dispensary,Christian Health Association of Kenya,8,0,0.0,N,N,Operational,Y,Y,Y,Y,Y,11.3,1116436,migori,MIGORI,Migori Town
9338,18115,St Basil's Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,5.0,N,N,Operational,N,N,N,N,N,21.2,608599,embu,MANYATTA,Karau Shopping Centre
9339,13198,St Begson Clinic,Medical Clinic,Private Enterprise (Institution),5,2,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,EMBAKASI CENTRAL,Nairobi
9340,16526,St Bennedticto Health Centre,Medical Clinic,Private Enterprise (Institution),18,2,0.0,Y,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,MALINDI,Malindi
9341,15630,St Boniface Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,N,N,N,N,Y,8.8,885711,nandi,EMGWEN,Kapsabet
9342,13199,St Bridget's Mother & Child,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,258.0,N,N,Operational,N,Y,Y,N,Y,26.3,4397073,nairobi,STAREHE,Nairobi
9343,14661,St Bridgit Kalemunyang Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,2,1,0.0,N,N,Operational,N,N,N,N,Y,7.4,926976,turkana,LOIMA,Lorugum
9344,15631,St Brigids Girls High School Dispensary,Dispensary,Other Faith Based,0,0,0.0,N,N,Operational,N,N,N,N,N,7.5,990341,transnzoia,SABOTI,Kitale
9345,15632,St Brigitas Health Centre,Health Centre,Other Faith Based,0,0,55.0,N,N,Operational,N,N,N,N,Y,28.2,1163186,uasingishu,ELDORET SOUTH,Eldoret
9346,15633,St Camellus Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,Y,Y,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
9347,19615,St Camillus Health Centres,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,10,2,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,GATUNDU SOUTH,Kiganjo
9348,14103,St Camillus Mission Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,118,4,0.0,N,N,Operational,Y,Y,Y,Y,Y,11.3,1116436,migori,NYATIKE,Sori
9349,20914,St Cathene Ichuni Mission,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,13.0,N,N,Operational,N,N,N,N,N,13.6,1266860,kisii,NYARIBARI MASABA,Keroka
9350,13200,St Catherine's Health Centre,Health Centre,Private Enterprise (Institution),6,0,258.0,Y,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Kawangware 46
9351,15634,St Catherine's Napetet Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,N,Operational,Y,N,N,Y,N,7.4,926976,turkana,TURKANA CENTRAL,Lodwar
9352,11029,St Cecilia Nursing Home,Nursing Home,Private Enterprise (Institution),0,0,14.0,N,N,Operational,N,Y,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
9353,11030,St Charles Lwanga Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,Y,Y,Operational,N,N,Y,Y,Y,22.8,2417735,kiambu,LIMURU,Limuru
9354,15957,St Charles Lwanga Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,9,0,9.0,Y,Y,Operational,N,Y,Y,N,Y,9.9,1867579,kakamega,LUGARI,Koromaiti
9355,18405,St Christopher Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,4,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
9356,16137,St Claire Dispensary,Medical Clinic,Other Faith Based,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.9,893681,busia,NAMBALE,Nambale
9357,14104,St Clare Bolo Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,19,8,21.0,Y,Y,Operational,Y,Y,N,Y,Y,22.6,1155574,kisumu,NYAKACH,Kolwenyi
9358,15635,St Clare Dispensary,Dispensary,Other Faith Based,5,0,19.0,N,N,Operational,N,Y,Y,Y,Y,19.3,2162202,nakuru,MOLO,Elburgon
9359,18465,St Clare Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,6,2,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI SOUTH,Nairobi
9360,14105,St Consolata Clinic,Medical Clinic,Private Enterprise (Institution),16,5,21.0,Y,Y,Operational,N,N,Y,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
9361,16138,St Damiano Nursing Home,Nursing Home,Kenya Episcopal Conference-Catholic Secretariat,38,0,23.0,N,N,Operational,Y,Y,N,N,Y,8.5,1670570,bungoma,KANDUYI,Bungoma
9362,11031,St David Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,N,Y,Y,Y,11.6,638289,nyandarua,KIPIPIRI,Rironi
9363,12746,St David's Health Care,Medical Clinic,Private Practice - Nurse / Midwife,2,0,5.0,N,N,Operational,N,N,Y,N,Y,18.2,1421932,machakos,MACHAKOS TOWN,Mutituni
9364,19896,St Eliza Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,LANG'ATA,Mashimoni Village
9365,14106,St Elizabeth Chiga Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,24,0,21.0,N,N,Operational,Y,N,N,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
9366,15636,St Elizabeth Health Centre,Health Centre,Other Faith Based,12,12,6.0,N,N,Operational,Y,Y,N,Y,N,6.1,1157873,narok,NAROK SOUTH,Narok
9367,15089,St Elizabeth Lorugum Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,16,1,0.0,Y,Y,Operational,Y,Y,N,Y,Y,7.4,926976,turkana,LOIMA,Lorugum
9368,13739,St Elizabeth Lwak Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,50,2,0.0,Y,Y,Operational,Y,Y,Y,Y,Y,13.7,993183,siaya,RARIEDA,Lwak
9369,11813,St Elizabeth Medical Clinic Bakarani,Medical Clinic,Private Practice - Clinical Officer,0,0,36.0,Y,Y,Operational,N,N,Y,N,Y,19.2,1208333,mombasa,KISAUNI,Mombasa
9370,15637,St Elizabeth Nursing Home,Nursing Home,Private Practice - General Practitioner,12,5,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,NAKURU TOWN,Nakuru Town
9371,14489,St Faith Medical Clinic (Kimana),Medical Clinic,Private Practice - Nurse / Midwife,4,0,0.0,N,Y,Operational,N,N,Y,Y,N,24.6,1117840,kajiado,KAJIADO SOUTH,Kimana
9372,13201,St Florence Medical Care Health Centre,Medical Clinic,Private Enterprise (Institution),12,0,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,WESTLANDS,Nairobi
9373,13202,St Francis Com Hospital,Other Hospital,Private Enterprise (Institution),0,0,258.0,N,N,Operational,Y,N,Y,Y,Y,26.3,4397073,nairobi,KASARANI,Nairobi
9374,17943,St Francis Community Hospital (Kasarani),Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,100,4,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KASARANI,Hunters
9375,20262,ST Francis dispensary,Dispensary,Other Faith Based,2,1,5.0,N,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,KATHIANI,Katani market
9376,12748,St Francis Health Centre,Health Centre,Christian Health Association of Kenya,0,0,6.0,N,N,Operational,N,N,N,Y,N,18.6,1545714,meru,TIGANIA WEST,Kianjai
9377,13203,St Francis Health Centre (Nairobi North),Health Centre,Other Faith Based,0,0,258.0,N,N,Operational,N,Y,Y,N,Y,26.3,4397073,nairobi,ROYSAMBU,Nairobi
9378,15639,St Francis Health Centre (Nakuru Central),Health Centre,Other Faith Based,15,7,19.0,N,N,Operational,N,N,Y,Y,Y,19.3,2162202,nakuru,RONGAI,Subukia
9379,19828,St Francis Health Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KIAMBAA,Banana Town
9381,11032,St Francis Medical Clinic (Thika),Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,0
9382,21209,St Francis of Assis Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,14.2,1131950,homabay,KASIPUL/KABONDO,0
9383,18542,St Francis of Assisi Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Ruiru Town
9384,15640,St Francis Tinga Health Centre (Kipkelion),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,30,0,5.0,N,N,Operational,N,N,Y,N,Y,16.2,901777,kericho,KIPKELION,Kipkelion
9386,15641,St Freda's Cottage Hospital,Other Hospital,Private Enterprise (Institution),12,0,0.0,N,N,Operational,N,Y,Y,Y,Y,7.5,990341,transnzoia,SABOTI,Kitale
9387,11034,St Gabriel Health Centre,Health Centre,Other Faith Based,20,5,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,GATUNDU SOUTH,Gatundutown
9388,16344,St Getrude Dispensary,Dispensary,Other Faith Based,0,0,55.0,N,N,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET SOUTH,Eldoret
9389,15642,St Gladys Njoga Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,N,Operational,N,Y,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Upper Matasia
9390,11815,St Grace Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,N,N,N,19.2,1208333,mombasa,CHANGAMWE,Mombasa
9391,14108,St Hellens Clinic,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,12,0,0.0,N,N,Operational,N,Y,Y,Y,Y,11.3,1116436,migori,NYATIKE,Muhuru Bay
9392,11816,St Hillarias Medical Clinic,Medical Clinic,Private Enterprise (Institution),4,2,36.0,N,N,Operational,N,N,Y,N,Y,19.2,1208333,mombasa,CHANGAMWE,Mombasa
9393,12750,St Immaculate Clinic,Medical Clinic,Private Enterprise (Institution),3,0,5.0,N,N,Operational,N,N,Y,N,Y,18.2,1421932,machakos,KATHIANI,Athi River
9394,11035,St James Angilcan Church of Kenya Kiaritha Dispens,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,KERUGOYA/KUTUS,Kerugoya
9395,11036,St James Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Juja town
9396,19121,St James Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,N,Operational,N,N,N,N,N,14.9,1136187,kitui,KITUI CENTRAL,Kitui
9397,19299,St James Medical Centre,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,Next to stage 29/30
